issuer_name,disclosure_desc,link,date_posted
LUFKIN INDEPENDENT SCHOOL DISTRICT,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11125291,02/27/2021
"LUFKIN INDEPENDENT SCHOOL DISTRICT (ANGELINA COUNTY, TEXAS)",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11125291,02/27/2021
"LUFKIN INDEPENDENT SCHOOL DISTRICT, ANGELINA COUNTY, TEXAS",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11125291,02/27/2021
"LUFKIN INDEPENDENT SCHOOL DISTRICT, TEXAS",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11125291,02/27/2021
"LUFKIN INDEPENDENT SCHOOL DISTRICT, TEXAS (ANGELINA COUNTY, TEXAS)",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11125291,02/27/2021
LUFKIN TEX INDPT SCH DIST,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11125291,02/27/2021
MARION CNTY KY PUB PPTYS CORP FIRST MTG REV,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11125349,02/27/2021
MARION COUNTY PUBLIC PROPERTIES CORPORATION,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11125349,02/27/2021
MASON CNTY KY PUB PPTYS CORP REV,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11125350,02/27/2021
"MASON COUNTY, KENTUCKY PUBLIC PROPERTIES CORPORATION",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11125350,02/27/2021
MCLENNAN COUNTY JUNIOR COLLEGE DISTRICT,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11125279,02/27/2021
"MCLENNAN COUNTY JUNIOR COLLEGE DISTRICT (A POLITICAL SUBDIVISION OF THE STATE OF TEXAS LOCATED IN MCLENNAN COUNTY, TEXAS)",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11125279,02/27/2021
"MCLENNAN COUNTY JUNIOR COLLEGE DISTRICT, TEXAS",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11125279,02/27/2021
MENIFEE CNTY KY PUB PPTYS CORP REV,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11125351,02/27/2021
"MENIFEE COUNTY, KENTUCKY PUBLIC PROPERTIES CORPORATION",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11125351,02/27/2021
"MERCER COUNTY, KENTUCKY PUBLIC PROPERTIES CORPORATION",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11125352,02/27/2021
"MONROE COUNTY PUBLIC PROPERTIES CORPORATION, KENTUCKY",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11125354,02/27/2021
"MONTE ALTO INDEPENDENT SCHOOL DISTRICT, TEXAS",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11125419,02/27/2021
MONTE ALTO TEX INDPT SCH DIST,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11125419,02/27/2021
"NORMANGEE INDEPENDENT SCHOOL DISTRICT (LEON AND MADISON COUNTIES, TEXAS)",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11125409,02/27/2021
"NORMANGEE INDEPENDENT SCHOOL DISTRICT, TEXAS",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11125409,02/27/2021
NORMANGEE TEX INDPT SCH DIST,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11125409,02/27/2021
"NORTHLAKE MUNICIPAL MANAGEMENT DISTRICT NO.1, TEXAS",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11125324,02/27/2021
NORTHLAKE TEX MUN MGMT DIST NO 1,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11125324,02/27/2021
"ODEM-EDROY INDEPENDENT SCHOOL DISTRICT (A POLITICAL SUBDIVISION OF THE STATE OF TEXAS LOCATED IN SAN PATRICIO COUNTY, TEXAS)",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11125321,02/27/2021
ODEM-EDROY TEX INDPT SCH DIST,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11125321,02/27/2021
PAJARO VALLEY CALIF UNI SCH DIST,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11125382,02/27/2021
PAJARO VALLEY CALIF UNI SCH DIST CTFS PARTN,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11125382,02/27/2021
"PAJARO VALLEY UNIFIED SCHOOL DISTRICT (SANTA CRUZ AND MONTEREY COUNTIES, CALIFORNIA)",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11125382,02/27/2021
"PAJARO VALLEY UNIFIED SCHOOL DISTRICT (SANTA CRUZ AND MONTEREY COUNTIES, CALIFORNIA)",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11125382,02/27/2021
PEASTER INDEPENDENT SCHOOL DISTRICT,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11125311,02/27/2021
"PEASTER INDEPENDENT SCHOOL DISTRICT (PARKER COUNTY, TEXAS)",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11125311,02/27/2021
PERRY CNTY KY,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11125356,02/27/2021
PFLUGERVILLE INDEPENDENT SCHOOL DISTRICT,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11125418,02/27/2021
PFLUGERVILLE INDEPENDENT SCHOOL DISTRICT (A POLITICAL SUBDIVISION OF THE STATE OF TEXAS LOCATED IN TRAVIS AND WILLIAMSON COUNTIES),Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11125418,02/27/2021
"PFLUGERVILLE INDEPENDENT SCHOOL DISTRICT (TRAVIS AND WILLIAMSON COUNTIES, TEXAS)",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11125418,02/27/2021
PFLUGERVILLE TEX INDPT SCH DIST,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11125418,02/27/2021
"PLAINS INDEPENDENT SCHOOL DISTRICT (A POLITICAL SUBDIVISION OF THE STATE OF TEXAS LOCATED IN YOAKUM COUNTY, TEXAS)",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11125338,02/27/2021
"PLAINS INDEPENDENT SCHOOL DISTRICT (A POLITICAL SUBDIVISION OF THE STATE OF TEXAS LOCATED IN YOAKUM COUNTY, TEXAS)",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11125338,02/27/2021
"PLAINS INDEPENDENT SCHOOL DISTRICT, TEXAS",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11125338,02/27/2021
PULASKI CNTY KY PUB LIBR DIST,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11125364,02/27/2021
"PULASKI COUNTY PUBLIC LIBRARY DISTRICT, KENTUCKY",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11125364,02/27/2021
"RANGE VIEW ESTATES METROPOLITAN DISTRICT IN THE TOWN OF MEAD, WELD COUNTY, COLORADO",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11125413,02/27/2021
SALIDA CALIF UN SCH DIST CTFS PARTN,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11125397,02/27/2021
"SALIDA UNION SCHOOL DISTRICT (STANISLAUS COUNTY, CALIFORNIA)",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11125397,02/27/2021
"SALIDA UNION SCHOOL DISTRICT (STANISLAUS COUNTY, CALIFORNIA)",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11125397,02/27/2021
"SALIDA UNION SCHOOL DISTRICT, CALIFORNIA",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11125397,02/27/2021
SAN JACINTO RIVER AUTHORITY,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11125345,02/27/2021
SAN JACINTO RIVER AUTHORITY,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11125341,02/27/2021
SAN JACINTO RIVER AUTHORITY,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11125332,02/27/2021
SAN JACINTO RIVER AUTHORITY TEXAS,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11125341,02/27/2021
SAN JACINTO TEX RIV AUTH SPL PROJ REV,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11125341,02/27/2021
SAN JACINTO TEX RIV AUTH SPL PROJ REV,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11125345,02/27/2021
SAN JACINTO TEX RIV AUTH WTR REV,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11125332,02/27/2021
SAN MARCOS PUBLIC FINANCING AUTHORITY,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11125339,02/27/2021
SAN MARCOS PUBLIC FINANCING AUTHORITY,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11125300,02/27/2021
SAN MARCOS PUBLIC FINANCING AUTHORITY,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11125343,02/27/2021
SIMMS INDEPENDENT SCHOOL DISTRICT,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11125302,02/27/2021
SKIDMORE TYNAN TEX INDPT SCH DIST,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11125359,02/27/2021
SKIDMORE-TYNAN INDEPENDENT SCHOOL DISTRICT TEXAS,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11125359,02/27/2021
"SKIDMORE-TYNAN INDEPENDENT SCHOOL DISTRICT, TEXAS",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11125359,02/27/2021
SKIDMORE-TYNAN ISD TEXAS,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11125359,02/27/2021
"SNOOK INDEPENDENT SCHOOL DISTRICT (BURLESON COUNTY, TEXAS)",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11125307,02/27/2021
"SNOOK INDEPENDENT SCHOOL DISTRICT, TEXAS",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11125307,02/27/2021
SOUTH CAROLINA JOBS ECONOMIC DEVELOPMENT AUTHORITY,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11125316,02/27/2021
SPRINGTOWN INDEPENDENT SCHOOL DISTRICT,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11125375,02/27/2021
"SPRINGTOWN INDEPENDENT SCHOOL DISTRICT (PARKER & WISE COUNTIES, TEXAS)",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11125375,02/27/2021
"SPRINGTOWN INDEPENDENT SCHOOL DISTRICT (A POLITICAL DIVISION OF THE STATE OF TEXAS LOCATD IN PARKER AND WISE COUNTIES, TEXAS)",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11125375,02/27/2021
"SPRINGTOWN INDEPENDENT SCHOOL DISTRICT (A POLITICAL SUBDIVISION OF THE STATE OF TEXAS LOCATED IN PARKER AND WISE COUNTIES, TEXAS)",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11125375,02/27/2021
SPRINGTOWN TEX INDPT SCH DIST,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11125375,02/27/2021
"STEPHENVILLE INDEPENDENT SCHOOL DISTRICT (ERATH COUNTY, TEXAS)",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11125381,02/27/2021
"STEPHENVILLE INDEPENDENT SCHOOL DISTRICT (A POLITICAL SUBDIVISION OF THE STATE OF TEXAS LOCATED IN ERATH COUNTY, TEXAS",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11125381,02/27/2021
"STEPHENVILLE INDEPENDENT SCHOOL DISTRICT (A POLITICAL SUBDIVISION OF THE STATE OF TEXAS LOCATED IN ERATH COUNTY, TEXAS)",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11125381,02/27/2021
"STERLING CITY INDEPENDENT SCHOOL DISTRICT, TEXAS",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11125303,02/27/2021
SUNNYVALE INDEPENDENT SCHOOL DISTRICT,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11125330,02/27/2021
"SWEENY INDEPENDENT SCHOOL DISTRICT (BRAZORIA COUNTY, TEXAS)",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11125289,02/27/2021
"SWEENY INDEPENDENT SCHOOL DISTRICT, BRAZORIA COUNTY, TEXAS",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11125289,02/27/2021
SWEENY TEX INDPT SCH DIST,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11125289,02/27/2021
TODD CNTY KY,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11125358,02/27/2021
TODD COUNTY PUBLIC PROPERTIES CORPORATION,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11125358,02/27/2021
"TOWN OF EAST LYME, CONNECTICUT",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11125357,02/27/2021
"TROUP INDEPENDENT SCHOOL DISTRICT (SMITH AND CHEROKEE COUNTIES, TEXAS)",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11125389,02/27/2021
"TROUP INDEPENDENT SCHOOL DISTRICT (A POLITICAL SUBDIVISION OF THE STATE OF TEXAS LOCATED IN SMITH AND CHEROKEE COUNTIES, TEXAS)",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11125389,02/27/2021
TROUP TEX INDPT SCH DIST,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11125389,02/27/2021
"UNION COUNTY, KENTUCKY",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11125360,02/27/2021
"WAUGH CALIFORNIA SCHOOL DISTRICT, BONDS OF THE SCHOOL FACILITIES IMPROVEMENT DISTRICT NO.1",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11125415,02/27/2021
WAUGH SCHOOL DISTRICT,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11125415,02/27/2021
WAYNE CNTY KY PUB PPTYS CORP REV,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11125361,02/27/2021
"WINONA INDEPENDENT SCHOOL DISTRICT (SMITH COUNTY, TEXAS)",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11125286,02/27/2021
"WINONA INDEPENDENT SCHOOL DISTRICT (SMITH COUNTY, TEXAS)",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11125286,02/27/2021
"WINONA INDEPENDENT SCHOOL DISTRICT, TEXAS",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11125286,02/27/2021
WINONA TEX INDPT SCH DIST,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11125286,02/27/2021
