Location,Detail Link,Image Name,Price,Property Type,Photo Count,Broker,Beds,Baths,Sqft,Lot Size
"186 Norfolk Street, Manhattan Beach, NY",https://www.estately.com/listings/info/186-norfolk-street-manhattan-beach-ny-11235--1,186_Norfolk_Street_Manhattan_Beach_NY.jpg,"$999,000",House For Sale,3 photos,RealMart Realty LLC,3,2,924,672
"2832 Brown Street, Sheepshead Bay, NY",https://www.estately.com/listings/info/2832-brown-street-sheepshead-bay-ny-11235,2832_Brown_Street_Sheepshead_Bay_NY.jpg,"$2,799,000",Multifamily For Sale,20 photos,E Z Sell Realty,7,5,–,"4,380"
"2452 E 74th Street, Bergen Beach, NY",https://www.estately.com/listings/info/2452-e-74th-street-bergen-beach-ny-11234--1,2452_E_74th_Street_Bergen_Beach_NY.jpg,"$1,050,000",House For Sale,22 photos,Fave Realty Inc,3,4,–,"3,000"
"8624 Avenue L Unit 104, Canarsie, NY",https://www.estately.com/listings/info/8624-avenue-l-canarsie-ny-11236,8624_Avenue_L_Unit104_Canarsie_NY.jpg,"$599,999",Condo For Sale,1 photo,Coldwell Banker American Homes,3,2,–,
"24 90 65th Street, Bensonhurst, NY",https://www.estately.com/listings/info/24-90-65th-street-bensonhurst-ny-11204,24_90_65th_Street_Bensonhurst_NY.jpg,"$1,650,000",Multifamily For Sale,6 photos,E Realty International Corp,8,5,"2,728","2,000"
"91 Chauncey Street, Stuyvesant Heights, NY",https://www.estately.com/listings/info/171-3544816,91_Chauncey_Street_Stuyvesant_Heights_NY.jpg,"$1,998,000",Multifamily For Sale,34 photos,Douglas Elliman Real Estate,5,4,–,"2,033"
"188 Old Mill Road, East New York, NY",https://www.estately.com/listings/info/188-old-mill-road-east-new-york-ny-11208,188_Old_Mill_Road_East_New_York_NY.jpg,"$699,000",House For Sale,10 photos,Prestige Homes NY Inc,2,3,–,"2,245"
"454 Bradford Street, East New York, NY",https://www.estately.com/listings/info/454-bradford-street-east-new-york-ny-11207--1,454_Bradford_Street_East_New_York_NY.jpg,"$950,000",Multifamily For Sale,4 photos,Exit Realty First Choice,12,6,"4,125","2,500"
"459 Central Avenue, Bushwick, NY",https://www.estately.com/listings/info/459-central-avenue-bushwick-ny-11221,459_Central_Avenue_Bushwick_NY.jpg,"$1,390,000",Multifamily For Sale,5 photos,P R O Links Realty Inc,5,3,–,"2,162"
"181 Irving Avenue, Bushwick, NY",https://www.estately.com/listings/info/181-irving-avenue-bushwick-ny-11237,181_Irving_Avenue_Bushwick_NY.jpg,"$3,195,000",Multifamily For Sale,25 photos,Capri Jet Realty Corp,8,6,"4,875","2,500"
"457 84th Street, Bay Ridge, NY",https://www.estately.com/listings/info/457-84th-street-bay-ridge-ny-11209,457_84th_Street_Bay_Ridge_NY.jpg,"$1,588,000",Multifamily For Sale,11 photos,Coldwell Banker Reliable R E,6,3,–,"2,700"
"97 Utica Avenue, Crown Heights, NY",https://www.estately.com/listings/info/171-3544668,97_Utica_Avenue_Crown_Heights_NY.jpg,"$899,999",Multifamily For Sale,31 photos,HomeSmart Dynamic Realty,4,2,–,"2,000"
"1493 Putnam Avenue, Bushwick, NY",https://www.estately.com/listings/info/1493-putnam-avenue-bushwick-ny-11237--2,1493_Putnam_Avenue_Bushwick_NY.jpg,"$1,550,000",Multifamily For Sale,26 photos,Douglas Elliman Real Estate,9,4,"3,300","1,999"
"896 Willoughby Ave, Bushwick, NY",https://www.estately.com/listings/info/896-willoughby-ave-bushwick-ny-11221,896_Willoughby_Ave_Bushwick_NY.jpg,"$1,250,000",Multifamily For Sale,25 photos,Real Broker NY LLC,6,2,–,"1,980"
"702 Kathleen Place Unit 2B, Sheepshead Bay, NY",https://www.estately.com/listings/info/702-kathleen-pike-sheepshead-bay-ny-11235,702_Kathleen_Place_Unit2B_Sheepshead_Bay_NY.jpg,"$349,000",House For Sale,21 photos,RE/MAX Edge,2,1,"1,000",
"2212 Plumb 1st Street Unit 1E, Brooklyn, NY",https://www.estately.com/listings/info/2212-plumb-1st-street-brooklyn-ny-11229--1,2212_Plumb_1st_Street_Unit1E_Brooklyn_NY.jpg,"$225,000",House For Sale,13 photos,The Bridge Realty Group NY LLC,2,1,895,
"54 Florence Avenue, Gerritsen Beach, NY",https://www.estately.com/listings/info/54-florence-avenue-gerritsen-beach-ny-11229,54_Florence_Avenue_Gerritsen_Beach_NY.jpg,"$650,000",House For Sale,18 photos,Winzone Realty Inc,3,2,"1,326","3,465"
"1200 E 53rd Street Unit 7V, East Flatbush, NY",https://www.estately.com/listings/info/1200-e-53rd-street-east-flatbush-ny-11234,1200_E_53rd_Street_Unit7V_East_Flatbush_NY.jpg,"$199,998",House For Sale,10 photos,Home Global Realty Corp,1,1,700,
"45 Argyle Road Unit 3C, Other, NY",https://www.estately.com/listings/info/45-argyle-road-other-ny-11218,45_Argyle_Road_Unit3C_Other_NY.jpg,"$725,000",Condo For Sale,18 photos,Poljan Properties Inc.,2,1,700,
"315 38th Street, Greenwood Heights, NY",https://www.estately.com/listings/info/315-38th-street-greenwood-heights-ny-11232,315_38th_Street_Greenwood_Heights_NY.jpg,"$1,040,000",Multifamily For Sale,1 photo,Keller Williams Rty Gold Coast,4,2,–,"1,670"
"2053 Coyle Street, Marine Park, NY",https://www.estately.com/listings/info/2053-coyle-street-marine-park-ny-11234,2053_Coyle_Street_Marine_Park_NY.jpg,"$999,000",Multifamily For Sale,7 photos,RE/MAX Edge,5,3,"2,040","1,800"
"72 Richardson Street Unit 13, Williamsburg, NY",https://www.estately.com/listings/info/72-richardson-street-williamsburg-ny-11211--7,72_Richardson_Street_Unit13_Williamsburg_NY.jpg,"$485,000",House For Sale,9 photos,Capri Jet Realty Corp,2,1,–,
"249 Newkirk Avenue, Kensington (Brooklyn), NY",https://www.estately.com/listings/info/249-newkirk-avenue-kensington-brooklyn-ny-11230,249_Newkirk_Avenue_Kensington_Brooklyn_NY.jpg,"$1,860,000",Multifamily For Sale,35 photos,5 Boro Realty Corp,9,5,–,"2,855"
"3905 Foster Avenue, East Flatbush, NY",https://www.estately.com/listings/info/3905-foster-avenue-east-flatbush-ny-11203,3905_Foster_Avenue_East_Flatbush_NY.jpg,"$999,000",House For Sale,32 photos,Keller Williams Landmark II,3,3,–,"1,950"
"964 54th Street, Borough Park, NY",https://www.estately.com/listings/info/964-54th-street-borough-park-ny-11219--2,964_54th_Street_Borough_Park_NY.jpg,"$1,899,000",Multifamily For Sale,8 photos,Winzone Realty Inc,12,6,–,"2,521"
"254a Saratoga Avenue, Ocean Hill, NY",https://www.estately.com/listings/info/254-saratoga-avenue-ocean-hill-ny-11233,254a_Saratoga_Avenue_Ocean_Hill_NY.jpg,"$1,149,000",Multifamily For Sale,15 photos,REO Assets America LLC,5,3,"1,920","1,592"
"691 Quincy Street, Bedford-Stuyvesant, NY",https://www.estately.com/listings/info/691-quincy-street-bedford-stuyvesant-ny-11221,691_Quincy_Street_BedfordStuyvesant_NY.jpg,"$1,500,000",Multifamily For Sale,1 photo,Century Homes Realty Group LLC,6,3,–,"2,000"
"209 Allen Avenue, Gerritsen Beach, NY",https://www.estately.com/listings/info/209-allen-avenue-gerritsen-beach-ny-11229,209_Allen_Avenue_Gerritsen_Beach_NY.jpg,"$549,900",House For Sale,4 photos,Island Advantage Realty LLC,2,1,916,"1,440"
"237 Saint James, Clinton Hill, NY",https://www.estately.com/listings/info/237-saint-james-clinton-hill-ny-11238--1,237_Saint_James_Clinton_Hill_NY.jpg,"$5,625,000",Multifamily For Sale,26 photos,SLR Real Estate,5,6,"3,392","1,866"
"3435 Guider Avenue Unit 5A, Sheepshead Bay, NY",https://www.estately.com/listings/info/3435-guider-avenue-sheepshead-bay-ny-11235,3435_Guider_Avenue_Unit5A_Sheepshead_Bay_NY.jpg,"$899,000",Condo For Sale,15 photos,Bright Horizons Realty Inc,3,2,–,
"10 E 43 Street Unit 3H, East Flatbush, NY",https://www.estately.com/listings/info/10-e-43-street-east-flatbush-ny-11203--2,10_E_43_Street_Unit3H_East_Flatbush_NY.jpg,"$275,000",House For Sale,19 photos,R New York,2,1,–,
"264 Webster Avenue Unit 410, Brooklyn, NY",https://www.estately.com/listings/info/264-webster-avenue-brooklyn-ny-11230--2,264_Webster_Avenue_Unit410_Brooklyn_NY.jpg,"$850,000",Condo For Sale,23 photos,Living New York,2,2,937,
"950 70th Street Unit 1C, Dyker Heights, NY",https://www.estately.com/listings/info/950-70th-street-dyker-heights-ny-11228,950_70th_Street_Unit1C_Dyker_Heights_NY.jpg,"$729,000",Condo For Sale,4 photos,E Realty International Corp,2,2,"1,022","6,000"
"23 E 88th Street Unit 6, East Flatbush, NY",https://www.estately.com/listings/info/23-e-88th-street-east-flatbush-ny-11234,23_E_88th_Street_Unit6_East_Flatbush_NY.jpg,"$1,000,000",Multifamily For Sale,1 photo,Prestige Homes NY Inc,11,6,"5,400","3,000"
"566 E 32nd Street, Midwood, NY",https://www.estately.com/listings/info/566-e-32nd-street-midwood-ny-11210,566_E_32nd_Street_Midwood_NY.jpg,"$750,000",House For Sale,1 photo,5 Boro Realty Corp,5,3,–,"2,667"
"1644 E 96th Street, Brooklyn, NY",https://www.estately.com/listings/info/1644-e-96th-street-brooklyn-ny-11236,1644_E_96th_Street_Brooklyn_NY.jpg,"$1,060,000",Multifamily For Sale,1 photo,REALHome Services & Solutions,6,2,"1,920","2,016"
"4215 Atlantic Avenue, Sea Gate, NY",https://www.estately.com/listings/info/4215-atlantic-avenue-sea-gate-ny-11224,4215_Atlantic_Avenue_Sea_Gate_NY.jpg,"$949,900",Multifamily For Sale,3 photos,Coldwell Banker American Homes,9,7,"4,540","6,000"
"198 Hawthorne Street, Prospect Lefferts Gardens, NY",https://www.estately.com/listings/info/198-hawthorne-street-prospect-lefferts-gardens-ny-11225,198_Hawthorne_Street_Prospect_Lefferts_Gardens_NY.jpg,"$2,200,000",Multifamily For Sale,13 photos,Century 21 Parisi Realty,9,4,"3,500","2,677"
"97 Belmont Avenue, Brownsville, NY",https://www.estately.com/listings/info/97-belmont-avenue-brownsville-ny-11212,97_Belmont_Avenue_Brownsville_NY.jpg,"$999,999",Multifamily For Sale,5 photos,Keller Williams Realty Liberty,6,3,–,"1,000"
"1113 E 59th Street, Brooklyn, NY",https://www.estately.com/listings/info/1113-e-59th-street-brooklyn-ny-11234,1113_E_59th_Street_Brooklyn_NY.jpg,"$985,800",Multifamily For Sale,1 photo,REALHome Services & Solutions,6,4,"2,660","2,360"
"1102 Belmont Avenue, East New York, NY",https://www.estately.com/listings/info/1102-belmont-avenue-east-new-york-ny-11208,1102_Belmont_Avenue_East_New_York_NY.jpg,"$899,000",Multifamily For Sale,12 photos,RE/MAX Edge,6,2,–,"2,699"
"1162 Stanley Avenue, East New York, NY",https://www.estately.com/listings/info/1162-stanley-avenue-east-new-york-ny-11208,1162_Stanley_Avenue_East_New_York_NY.jpg,"$999,999",Multifamily For Sale,28 photos,Connexion I Rl Est Svcs Inc,5,2,–,"5,400"
"2427 E 29th Street Unit 6B, Sheepshead Bay, NY",https://www.estately.com/listings/info/2427-e-29th-street-sheepshead-bay-ny-11235--5,2427_E_29th_Street_Unit6B_Sheepshead_Bay_NY.jpg,"$275,000",House For Sale,10 photos,Bright Horizons Realty Inc,2,1,900,
"2209 Knapp Street Unit 6F, Sheepshead Bay, NY",https://www.estately.com/listings/info/2209-knapp-street-sheepshead-bay-ny-11229,2209_Knapp_Street_Unit6F_Sheepshead_Bay_NY.jpg,"$399,999",House For Sale,16 photos,Keller Williams Rty Gold Coast,3,1,–,
"20 15 Linden Street, Ridgewood, NY",https://www.estately.com/listings/info/20-15-linden-street-ridgewood-ny-11385,20_15_Linden_Street_Ridgewood_NY.jpg,"$1,349,999",Multifamily For Sale,15 photos,Realty Connect USA L I Inc,5,3,"3,300","2,000"
"2241 Plumb 1st Street Unit 1N, Sheepshead Bay, NY",https://www.estately.com/listings/info/2241-plumb-1st-street-sheepshead-bay-ny-11229,2241_Plumb_1st_Street_Unit1N_Sheepshead_Bay_NY.jpg,"$190,000",House For Sale,12 photos,Keller Williams Realty Empire,1,1,–,
"605 Georgia Avenue, East New York, NY",https://www.estately.com/listings/info/605-georgia-avenue-east-new-york-ny-11207,605_Georgia_Avenue_East_New_York_NY.jpg,"$1,100,000",Multifamily For Sale,1 photo,Citizens International Realty,3,3,–,"2,438"
"Monroe Street, Bed-Stuy, NY",https://www.estately.com/listings/info/monroe-street-bed-stuy-ny-11221,Monroe_Street_BedStuy_NY.jpg,"$2,100,000",Land For Sale,1 photo,Keller Williams Realty Group,–,–,–,"1,999"
"1621 73rd Street, Bensonhurst, NY",https://www.estately.com/listings/info/1621-73rd-street-bensonhurst-ny-11204,1621_73rd_Street_Bensonhurst_NY.jpg,"$845,000",House For Sale,33 photos,Keller Williams Realty Empire,2,2,–,"1,600"
"2411 Dean Street, Brooklyn, NY",https://www.estately.com/listings/info/2411-dean-street-brooklyn-ny-11233,2411_Dean_Street_Brooklyn_NY.jpg,"$1,700,000",Multifamily For Sale,6 photos,Nareema Baksh Real Estate,8,3,"2,880",
"306 Eldert Lane, Woodhaven, NY",https://www.estately.com/listings/info/306-eldert-lane-woodhaven-ny-11421,306_Eldert_Lane_Woodhaven_NY.jpg,"$699,999",House For Sale,33 photos,Real Broker NY LLC,3,2,–,"1,601"
"153 Highland Boulevard, East New York, NY",https://www.estately.com/listings/info/153-highland-boulevard-east-new-york-ny-11207,153_Highland_Boulevard_East_New_York_NY.jpg,"$1,295,000",Multifamily For Sale,23 photos,Century Homes Realty Group LLC,6,4,"2,500","4,008"
"10523 Flatlands 3rd Street, Canarsie, NY",https://www.estately.com/listings/info/10523-flatlands-3rd-street-canarsie-ny-11236,10523_Flatlands_3rd_Street_Canarsie_NY.jpg,"$725,000",House For Sale,1 photo,Legacy Estate Realty,3,3,–,"2,700"
"12 Folsom Place, Cypress Hills, NY",https://www.estately.com/listings/info/12-folsom-place-cypress-hills-ny-11208,12_Folsom_Place_Cypress_Hills_NY.jpg,"$789,000",House For Sale,8 photos,City Homes Realty Group LLC,2,1,500,"2,500"
"135 Milford Street, East New York, NY",https://www.estately.com/listings/info/135-milford-street-east-new-york-ny-11208--2,135_Milford_Street_East_New_York_NY.jpg,"$749,000",Multifamily For Sale,5 photos,Exit Realty First Choice,5,2,"1,632","1,708"
"1270 Saint Marks Avenue Unit 1, Crown Heights, NY",https://www.estately.com/listings/info/1270-saint-marks-avenue-crown-heights-ny-11213--1,1270_Saint_Marks_Avenue_Unit1_Crown_Heights_NY.jpg,"$635,000",Condo For Sale,23 photos,Welcome Home Realty Network,2,1,–,
"145 E 38th Street, East Flatbush, NY",https://www.estately.com/listings/info/145-e-38th-street-east-flatbush-ny-11203,145_E_38th_Street_East_Flatbush_NY.jpg,"$685,000",House For Sale,10 photos,Fave Realty Inc,3,3,"1,350","2,000"
"77 Clarkson Avenue Unit 4-C, Brooklyn, NY",https://www.estately.com/listings/info/77-clarkson-avenue-brooklyn-ny-11226,77_Clarkson_Avenue_Unit4C_Brooklyn_NY.jpg,"$735,000",Condo For Sale,19 photos,eXp Realty NYC,1,1,683,
"1671 West 5th Street, Gravesend, NY",https://www.estately.com/listings/info/1671-west-5th-street-gravesend-ny-11223,1671_West_5th_Street_Gravesend_NY.jpg,"$1,150,000",Multifamily For Sale,12 photos,"Momentum Real Estate, LLC",–,–,"1,890","2,000"
"803 Glenmore Avenue, Brooklyn, NY",https://www.estately.com/listings/info/803-glenmore-avenue-brooklyn-ny-11208,803_Glenmore_Avenue_Brooklyn_NY.jpg,"$550,000",Land For Sale,1 photo,eXp Realty,–,–,–,"2,614"
"714 E 86th Street, Canarsie, NY",https://www.estately.com/listings/info/714-e-86th-street-canarsie-ny-11236,714_E_86th_Street_Canarsie_NY.jpg,"$649,999",House For Sale,22 photos,EXP Realty,3,2,–,"3,000"
"8701 Shore Road Unit 440, Bay Ridge, NY",https://www.estately.com/listings/info/8701-shore-road-bay-ridge-ny-11209,8701_Shore_Road_Unit440_Bay_Ridge_NY.jpg,"$555,000",House For Sale,29 photos,Keller Williams Realty Empire,2,1,"1,100",
"703 Pine Street, East New York, NY",https://www.estately.com/listings/info/703-pine-street-east-new-york-ny-11208,703_Pine_Street_East_New_York_NY.jpg,"$750,000",Multifamily For Sale,17 photos,Douglas Elliman Real Estate,6,3,–,"2,917"
"1587 E 19th Street Unit 8A, Midwood, NY",https://www.estately.com/listings/info/1587-e-19th-street-midwood-ny-11230,1587_E_19th_Street_Unit8A_Midwood_NY.jpg,"$738,888",Condo For Sale,4 photos,Jason Mitchell Real Estate NY,2,2,–,
"1408 Avenue O Unit 3B, Midwood, NY",https://www.estately.com/listings/info/1408-avenue-o-midwood-ny-11230,1408_Avenue_O_Unit3B_Midwood_NY.jpg,"$749,000",Condo For Sale,14 photos,RE/MAX Edge,2,2,–,
"582 Throop Avenue Unit 4A, Bedford-Stuyvesant, NY",https://www.estately.com/listings/info/582-throop-avenue-bedford-stuyvesant-ny-11216--3,582_Throop_Avenue_Unit4A_BedfordStuyvesant_NY.jpg,"$450,000",Condo For Sale,13 photos,RE/MAX Edge,1,1,650,
"187 Kingston Avenue, Crown Heights, NY",https://www.estately.com/listings/info/187-kingston-avenue-crown-heights-ny-11213--1,187_Kingston_Avenue_Crown_Heights_NY.jpg,"$2,100,000",Multifamily For Sale,4 photos,Unique Home Sales of L I Inc,5,4,–,"1,444"
"911 82nd Street, Brooklyn, NY",https://www.estately.com/listings/info/911-82-ny-11228,911_82nd_Street_Brooklyn_NY.jpg,"$1,799,000",House For Sale,84 photos,,4,3,"2,418",
"61 39 Linden Street, Ridgewood, NY",https://www.estately.com/listings/info/61-39-linden-street-ridgewood-ny-11385,61_39_Linden_Street_Ridgewood_NY.jpg,"$1,398,888",Multifamily For Sale,18 photos,Daniel Gale Sothebys Intl Rlty,5,2,"3,444","2,000"
"599 E 49th Street, East Flatbush, NY",https://www.estately.com/listings/info/599-e-49th-street-east-flatbush-ny-11203,599_E_49th_Street_East_Flatbush_NY.jpg,"$758,888",House For Sale,7 photos,Progressive Realty Grp USA Inc,3,3,–,"3,000"
"416 Wyona Street, East New York, NY",https://www.estately.com/listings/info/416-wyona-street-east-new-york-ny-11207,416_Wyona_Street_East_New_York_NY.jpg,"$550,000",House For Sale,25 photos,Island Advantage Realty LLC,2,2,–,"1,800"
"189 Wyckoff Avenue, Bushwick, NY",https://www.estately.com/listings/info/189-wyckoff-avenue-bushwick-ny-11237,189_Wyckoff_Avenue_Bushwick_NY.jpg,"$1,599,000",Multifamily For Sale,5 photos,Home Global Realty Corp,12,6,"4,350","2,250"
"380 Cozine Avenue Unit 3L, East New York, NY",https://www.estately.com/listings/info/380-cozine-avenue-east-new-york-ny-11207--8,380_Cozine_Avenue_Unit3L_East_New_York_NY.jpg,"$439,000",Condo For Sale,23 photos,Discount Realty Consultants,2,2,–,
"619 E 83rd Street, Canarsie, NY",https://www.estately.com/listings/info/619-e-83rd-street-canarsie-ny-11236--4,619_E_83rd_Street_Canarsie_NY.jpg,"$1,150,000",Multifamily For Sale,21 photos,Blue Key Real Estate Brokerage,5,4,–,"1,800"
"110 Liberty Avenue, Brownsville, NY",https://www.estately.com/listings/info/110-liberty-avenue-brownsville-ny-11212--2,110_Liberty_Avenue_Brownsville_NY.jpg,"$1,199,888",Land For Sale,10 photos,Keller Williams Realty Liberty,–,–,–,"7,000"
"9201 Shore Road Unit A508, Bay Ridge, NY",https://www.estately.com/listings/info/9201-shore-road-bay-ridge-ny-11209--5,9201_Shore_Road_UnitA508_Bay_Ridge_NY.jpg,"$339,000",House For Sale,9 photos,Coldwell Banker Reliable R E,1,1,–,
"1275 E 51 Unit 1X, East Flatbush, NY",https://www.estately.com/listings/info/1275-e-51-east-flatbush-ny-11234,1275_E_51_Unit1X_East_Flatbush_NY.jpg,"$330,000",House For Sale,1 photo,New Life Properties NYC Inc,3,2,–,
"770 B Lefferts Avenue Unit B4L, Brooklyn, NY",https://www.estately.com/listings/info/770-b-lefferts-avenue-brooklyn-ny-11203,770_B_Lefferts_Avenue_UnitB4L_Brooklyn_NY.jpg,"$601,700",Condo For Sale,1 photo,REALHome Services & Solutions,3,2,"1,495",
"1698 Dekalb Avenue, Bushwick, NY",https://www.estately.com/listings/info/1698-dekalb-avenue-bushwick-ny-11237,1698_Dekalb_Avenue_Bushwick_NY.jpg,"$999,999",Multifamily For Sale,8 photos,Keller Williams Realty Greater,3,3,–,"1,800"
"1562 W 6th Street Unit 3A, Bensonhurst, NY",https://www.estately.com/listings/info/1562-w-6th-street-bensonhurst-ny-11204,1562_W_6th_Street_Unit3A_Bensonhurst_NY.jpg,"$668,000",Condo For Sale,6 photos,United Real Estate Fortune,2,2,889,
"514 Powell Street, Brownsville, NY",https://www.estately.com/listings/info/514-powell-street-brownsville-ny-11212,514_Powell_Street_Brownsville_NY.jpg,"$549,000",Townhouse For Sale,28 photos,RE/MAX City Square,3,2,"1,128","1,801"
"9201 Shore Rd. Unit D405, Bay Ridge, NY",https://www.estately.com/listings/info/9201-shore-rd-bay-ridge-ny-11209,9201_Shore_Rd_UnitD405_Bay_Ridge_NY.jpg,"$399,000",House For Sale,21 photos,Century 21 Professional Realty,1,1,–,
"1902 Mermaid Avenue, Coney Island, NY",https://www.estately.com/listings/info/1902-mermaid-avenue-coney-island-ny-11224,1902_Mermaid_Avenue_Coney_Island_NY.jpg,"$2,599,888",Multifamily For Sale,1 photo,Douglas Elliman Real Estate,14,7,–,"2,000"
"14 Hausman Street, Greenpoint, NY",https://www.estately.com/listings/info/14-hausman-street-greenpoint-ny-11222,14_Hausman_Street_Greenpoint_NY.jpg,"$1,695,000",Multifamily For Sale,13 photos,Property Professionals Realty,2,2,–,750
"2265 Ocean Parkway Unit 3-G, Brooklyn, NY",https://www.estately.com/listings/info/2265-ocean-parkway-brooklyn-ny-11223,2265_Ocean_Parkway_Unit3G_Brooklyn_NY.jpg,"$287,000",House For Sale,14 photos,HomeCoin.com,1,1,850,
"116 Hale Avenue, Brooklyn, NY",https://www.estately.com/listings/info/116-hale-avenue-brooklyn-ny-11208,116_Hale_Avenue_Brooklyn_NY.jpg,"$705,000",Multifamily For Sale,1 photo,eXp Realty,7,2,"2,080","2,775"
"45 Shepherd Avenue, Cypress Hills, NY",https://www.estately.com/listings/info/45-shepherd-avenue-cypress-hills-ny-11208--1,45_Shepherd_Avenue_Cypress_Hills_NY.jpg,"$880,000",Multifamily For Sale,6 photos,ERA/Top Service Realty Inc,5,3,–,"2,048"
"10522 Flatlands 1st Street, Flatlands, NY",https://www.estately.com/listings/info/10522-flatlands-1st-street-flatlands-ny-11234,10522_Flatlands_1st_Street_Flatlands_NY.jpg,"$889,000",Multifamily For Sale,3 photos,Neighborhood Elite Homes LLC,10,5,–,"2,000"
"1275 E 51 Street Unit 2V, Brooklyn, NY",https://www.estately.com/listings/info/1200-e-53-street-brooklyn-ny-11234,1275_E_51_Street_Unit2V_Brooklyn_NY.jpg,"$210,000",House For Sale,17 photos,Prestige Management Inc.,1,1,750,
"1308 E 85th Street, Canarsie, NY",https://www.estately.com/listings/info/1308-e-85th-street-canarsie-ny-11236--2,1308_E_85th_Street_Canarsie_NY.jpg,"$829,999",Multifamily For Sale,21 photos,Cross Country Realty,4,2,–,"2,000"
"2265 Gerritsen Avenue Unit 3F, Sheepshead Bay, NY",https://www.estately.com/listings/info/2265-gerritsen-avenue-sheepshead-bay-ny-11229,2265_Gerritsen_Avenue_Unit3F_Sheepshead_Bay_NY.jpg,"$395,000",House For Sale,14 photos,Bright Horizons Realty Inc,3,2,–,
"7217 6th Avenue, Brooklyn, NY",https://www.estately.com/listings/info/7217-6th-avenue-brooklyn-ny-11209,7217_6th_Avenue_Brooklyn_NY.jpg,"$1,298,500",Multifamily For Sale,1 photo,REALHome Services & Solutions,4,2,"2,080","2,044"
"230 Ashland Place Unit 26C, Other, NY",https://www.estately.com/listings/info/230-ashland-place-other-ny-11217,230_Ashland_Place_Unit26C_Other_NY.jpg,"$1,324,999",Condo For Sale,34 photos,RE/MAX In The City,2,2,"1,200",
"257 Cooper Street, Bushwick, NY",https://www.estately.com/listings/info/257-cooper-street-bushwick-ny-11237,257_Cooper_Street_Bushwick_NY.jpg,"$3,200,000",Multifamily For Sale,7 photos,Trusted Property Advisors Corp,24,13,"8,100","3,000"
"1684 Troy Avenue, East Flatbush, NY",https://www.estately.com/listings/info/1684-troy-avenue-east-flatbush-ny-11234,1684_Troy_Avenue_East_Flatbush_NY.jpg,"$769,000",House For Sale,18 photos,Super Home Realty Corp,3,2,–,"2,000"
"995 Schenck Avenue, East New York, NY",https://www.estately.com/listings/info/995-schenck-avenue-east-new-york-ny-11207,995_Schenck_Avenue_East_New_York_NY.jpg,"$690,000",House For Sale,33 photos,Century 21 American Homes,3,3,–,"1,512"
"2193 Linden Boulevard, East New York, NY",https://www.estately.com/listings/info/2193-linden-boulevard-east-new-york-ny-11207--1,2193_Linden_Boulevard_East_New_York_NY.jpg,"$580,000",Townhouse For Sale,13 photos,Charles Rutenberg Realty Inc,3,2,"1,216","1,168"
"989 E 93rd Street, Canarsie, NY",https://www.estately.com/listings/info/989-e-93rd-street-canarsie-ny-11236,989_E_93rd_Street_Canarsie_NY.jpg,"$699,995",House For Sale,29 photos,Jenefer Joseph & Associates,3,3,–,"2,500"
