Location,Detail Link,Image Name,Price,Property Type,Photo Count,Broker,Beds,Baths,Sqft,Lot Size
"21019 26th Avenue Unit TL, Bayside, NY",https://www.estately.com/listings/info/21019-26th-avenue-bayside-ny-11360,21019_26th_Avenue_UnitTL_Bayside_NY.jpg,"$1,028,000",Condo,15 photos,JIA Realty Group LLC,2,1,–,
"4 Fordham Hill Oval W Unit 2H, BRONX, NY",https://www.estately.com/listings/info/4-fordham-hill-oval-w-bronx-ny-10468,4_Fordham_Hill_Oval_W_Unit2H_BRONX_NY.jpg,"$169,000",House For Sale,20 photos,"Charles Rutenberg Realty, Inc.",1,1,795,
"14 Williams, Far Rockaway, NY",https://www.estately.com/listings/info/14-williams-far-rockaway-ny-11691,14_Williams_Far_Rockaway_NY.jpg,"$565,000",House For Sale,7 photos,Fave Realty Inc,3,2,–,"1,688"
"4320 Van Cortlandt Park E Unit R, BRONX, NY",https://www.estately.com/listings/info/4320-van-cortlandt-park-e-bronx-ny-10470--26,4320_Van_Cortlandt_Park_E_UnitR_BRONX_NY.jpg,"$279,000",House For Sale,17 photos,Jane Mosello Real Estate,2,2,"1,050",
"4320 Van Cortlandt Park E Unit 2F, BRONX, NY",https://www.estately.com/listings/info/4320-van-cortlandt-park-e-bronx-ny-10470--25,4320_Van_Cortlandt_Park_E_Unit2F_BRONX_NY.jpg,"$168,000",House For Sale,14 photos,Jane Mosello Real Estate,1,1,850,
"4315 Webster Avenue Unit 4E, BRONX, NY",https://www.estately.com/listings/info/4315-webster-avenue-bronx-ny-10470--43,4315_Webster_Avenue_Unit4E_BRONX_NY.jpg,"$225,000",House For Sale,18 photos,Jane Mosello Real Estate,2,1,853,
"1 Windward Lane Unit 2, BRONX, NY",https://www.estately.com/listings/info/1-windward-lane-bronx-ny-10464--1,1_Windward_Lane_Unit2_BRONX_NY.jpg,"$798,400",Condo For Sale,27 photos,R New York,2,3,"1,673",5
"200 Central Park S Unit 11F, New York, NY",https://www.estately.com/listings/info/200-central-park-s-new-york-ny-10019--2,200_Central_Park_S_Unit11F_New_York_NY.jpg,"$675,000",House For Sale,25 photos,Wright Bros Real Estate Inc.,–,1,550,
"13 27 146th Street, Whitestone, NY",https://www.estately.com/listings/info/13-27-146th-street-whitestone-ny-11357,13_27_146th_Street_Whitestone_NY.jpg,"$1,368,800",House,4 photos,Howard Hanna Coach,3,2,–,"4,400"
"87 14 57th Road Unit 7C, Elmhurst, NY",https://www.estately.com/listings/info/87-14-57th-road-elmhurst-ny-11373--14,87_14_57th_Road_Unit7C_Elmhurst_NY.jpg,"$499,000",Condo For Sale,11 photos,EXP Realty,1,1,–,
"460 W 236th Street Unit 4B, BRONX, NY",https://www.estately.com/listings/info/460-w-236-street-bronx-ny-10463--1,460_W_236th_Street_Unit4B_BRONX_NY.jpg,"$649,000",Condo For Sale,26 photos,Weichert Realtors Heritage Pro,2,2,"1,034",
"57 59 246th Crescent Unit Lower, Douglaston, NY",https://www.estately.com/listings/info/57-59-246th-crescent-douglaston-ny-11362,57_59_246th_Crescent_UnitLower_Douglaston_NY.jpg,"$259,000",House For Sale,11 photos,East Coast REALTORS  Inc,1,1,–,
"36 21 193 Street Unit 2E, Flushing, NY",https://www.estately.com/listings/info/36-21-193-street-flushing-ny-11358--2,36_21_193_Street_Unit2E_Flushing_NY.jpg,"$650,000",Condo For Sale,23 photos,"Charles Rutenberg Realty, Inc.",2,2,900,
"3 Fordham Hill Oval Unit 5B, BRONX, NY",https://www.estately.com/listings/info/3-fordham-hill-oval-bronx-ny-10468--39,3_Fordham_Hill_Oval_Unit5B_BRONX_NY.jpg,"$265,000",House For Sale,18 photos,"Charles Rutenberg Realty, Inc.",2,2,975,
"217 66 54th Avenue, Bayside, NY",https://www.estately.com/listings/info/217-66-54th-avenue-bayside-ny-11364,217_66_54th_Avenue_Bayside_NY.jpg,"$930,000",House For Sale,15 photos,Tiffany Moves You Inc,3,2,–,"4,480"
"2922 Sommer Place, BRONX, NY",https://www.estately.com/listings/info/2922-sommer-place-bronx-ny-10465,2922_Sommer_Place_BRONX_NY.jpg,"$725,000",House For Sale,36 photos,Howard Hanna Rand Realty,3,2,"1,394","3,123"
"88 11 Elmhurst Avenue Unit A4, Elmhurst, NY",https://www.estately.com/listings/info/88-11-elmhurst-avenue-elmhurst-ny-11373--15,88_11_Elmhurst_Avenue_UnitA4_Elmhurst_NY.jpg,"$388,000",House For Sale,9 photos,E Realty International Corp,1,1,"1,000",
"1230 E 224th Street, BRONX, NY",https://www.estately.com/listings/info/1230-e-224th-street-bronx-ny-10466,1230_E_224th_Street_BRONX_NY.jpg,"$979,000",Multifamily For Sale,21 photos,Bah Realty Group LLC,7,3,–,"2,500"
"146 07 25th Road, Flushing, NY",https://www.estately.com/listings/info/146-07-25th-road-flushing-ny-11354,146_07_25th_Road_Flushing_NY.jpg,"$1,850,000",Multifamily For Sale,11 photos,E & M Real Estate,6,4,"2,600","4,737"
"5134 30th Avenue Unit E3I, Woodside, NY",https://www.estately.com/listings/info/5134-30th-avenue-woodside-ny-11377--8,5134_30th_Avenue_UnitE3I_Woodside_NY.jpg,"$304,000",House For Sale,15 photos,HomeCoin.com,1,1,549,
"42 22 Union Street Unit 4D, Flushing, NY",https://www.estately.com/listings/info/42-22-union-street-flushing-ny-11355--9,42_22_Union_Street_Unit4D_Flushing_NY.jpg,"$738,000",Condo For Sale,6 photos,E Realty International Corp,2,2,–,
"1540 Mcdonald Street Unit 1, BRONX, NY",https://www.estately.com/listings/info/1540-mcdonald-street-bronx-ny-10461,1540_Mcdonald_Street_Unit1_BRONX_NY.jpg,"$899,000",House For Sale,22 photos,Homes of NY Realty Inc,3,3,–,"2,500"
"64 05 70th Street, Middle Village, NY",https://www.estately.com/listings/info/64-05-70th-street-middle-village-ny-11379,64_05_70th_Street_Middle_Village_NY.jpg,"$1,500,000",Multifamily For Sale,23 photos,E Realty International Corp,6,3,"1,850","2,368"
"115 17 Linden Boulevard, South Ozone Park, NY",https://www.estately.com/listings/info/115-17-linden-boulevard-south-ozone-park-ny-11420,115_17_Linden_Boulevard_South_Ozone_Park_NY.jpg,"$929,000",Multifamily,1 photo,Century 21 Professional Realty,3,3,–,"2,442"
"131 53 226th Street, Laurelton, NY",https://www.estately.com/listings/info/131-53-226th-street-laurelton-ny-11413,131_53_226th_Street_Laurelton_NY.jpg,"$699,000",House For Sale,15 photos,Bah Realty Group LLC,3,3,–,"2,000"
"39 36 Skillman Avenue, Sunnyside, NY",https://www.estately.com/listings/info/39-36-skillman-avenue-sunnyside-ny-11104,39_36_Skillman_Avenue_Sunnyside_NY.jpg,"$1,549,000",Multifamily For Sale,8 photos,Success King Realty,4,3,"1,820","1,800"
"75 26 Bell Blvd Unit 5C, Bayside, NY",https://www.estately.com/listings/info/75-26-bell-blvd-bayside-ny-11364--1,75_26_Bell_Blvd_Unit5C_Bayside_NY.jpg,"$459,000",House For Sale,13 photos,Sany Realty Group LLC,2,2,–,
"139 21 85th Drive Unit 2F, Jamaica, NY",https://www.estately.com/listings/info/139-21-85th-drive-jamaica-ny-11435,139_21_85th_Drive_Unit2F_Jamaica_NY.jpg,"$319,000",House For Sale,15 photos,Property Professionals Realty,2,1,–,
"8 Fordham Hill Oval Unit 1B, BRONX, NY",https://www.estately.com/listings/info/8-fordham-hill-oval-bronx-ny-10468--30,8_Fordham_Hill_Oval_Unit1B_BRONX_NY.jpg,"$280,000",House For Sale,15 photos,"Charles Rutenberg Realty, Inc.",2,1,975,
"68 55a Cloverdale Boulevard Unit upper, Bayside, NY",https://www.estately.com/listings/info/68-55a-cloverdale-boulevard-bayside-ny-11364,68_55a_Cloverdale_Boulevard_Unitupper_Bayside_NY.jpg,"$430,000",Condo For Sale,5 photos,Charles Rutenberg Realty Inc,1,1,544,
"7201 Catamaran Way, Arverne, NY",https://www.estately.com/listings/info/7201-catamaran-way-arverne-ny-11692,7201_Catamaran_Way_Arverne_NY.jpg,"$1,250,000",Multifamily For Sale,7 photos,E Realty International Corp,5,4,"3,100","5,200"
"157 19 13th Avenue, Whitestone, NY",https://www.estately.com/listings/info/157-19-13th-avenue-whitestone-ny-11357,157_19_13th_Avenue_Whitestone_NY.jpg,"$990,000",House,1 photo,EXIT Realty Premier,3,2,–,"4,000"
"63 85 Woodhaven Boulevard Unit 2B, Rego Park, NY",https://www.estately.com/listings/info/63-85-woodhaven-boulevard-rego-park-ny-11374--24,63_85_Woodhaven_Boulevard_Unit2B_Rego_Park_NY.jpg,"$598,000",Condo,1 photo,Jamie Realty Group,2,1,905,
"367 Lincoln Avenue, East New York, NY",https://www.estately.com/listings/info/367-lincoln-avenue-east-new-york-ny-11208,367_Lincoln_Avenue_East_New_York_NY.jpg,"$850,000",Multifamily For Sale,19 photos,Voro LLC,5,3,–,"2,002"
"300 W 110th Street Unit 12E, New York, NY",https://www.estately.com/listings/info/300-w-110th-street-new-york-ny-10026--2,300_W_110th_Street_Unit12E_New_York_NY.jpg,"$1,500,000",Condo For Sale,10 photos,Keller Williams NYC,1,1,782,
"34 Metropolitan Oval Unit 7C, BRONX, NY",https://www.estately.com/listings/info/34-metropolitan-oval-bronx-ny-10462--4,34_Metropolitan_Oval_Unit7C_BRONX_NY.jpg,"$230,000",Condo For Sale,1 photo,Green Kite Realty Group Inc,–,–,653,
"556 Quincy Street, Stuyvesant Heights, NY",https://www.estately.com/listings/info/556-quincy-street-stuyvesant-heights-ny-11221,556_Quincy_Street_Stuyvesant_Heights_NY.jpg,"$1,425,000",Multifamily For Sale,1 photo,Legacy Estate Realty,9,4,–,"1,900"
"85 10 Elmhurst Avenue Unit 2B, Elmhurst, NY",https://www.estately.com/listings/info/85-10-elmhurst-avenue-elmhurst-ny-11373--12,85_10_Elmhurst_Avenue_Unit2B_Elmhurst_NY.jpg,"$580,000",Condo For Sale,9 photos,Jamie Realty Group,2,–,905,
"102 32 65th Avenue Unit A57, Forest Hills, NY",https://www.estately.com/listings/info/102-32-65th-avenue-forest-hills-ny-11375--13,102_32_65th_Avenue_UnitA57_Forest_Hills_NY.jpg,"$469,000",House For Sale,29 photos,EXP Realty,2,1,–,
"69 09 108th Street Unit 509, Forest Hills, NY",https://www.estately.com/listings/info/69-09-108th-street-forest-hills-ny-11375--29,69_09_108th_Street_Unit509_Forest_Hills_NY.jpg,"$485,000",House,36 photos,EXP Realty,2,1,"1,100",
"69 21 49th Avenue, Woodside, NY",https://www.estately.com/listings/info/69-21-49th-avenue-woodside-ny-11377--2,69_21_49th_Avenue_Woodside_NY.jpg,"$1,399,000",Multifamily For Sale,11 photos,Success King Realty,6,4,"2,000","2,500"
"118 20 Ocean Unit 2B, Far Rockaway, NY",https://www.estately.com/listings/info/118-20-ocean-far-rockaway-ny-11694,118_20_Ocean_Unit2B_Far_Rockaway_NY.jpg,"$575,000",Condo For Sale,17 photos,Coastal Real Estate LLC,2,2,–,
"47 11 206th Street, Bayside, NY",https://www.estately.com/listings/info/47-11-206th-street-bayside-ny-11361,47_11_206th_Street_Bayside_NY.jpg,"$777,777",House For Sale,17 photos,H C Realty LLC,3,2,–,"2,793"
"41 08 43rd Street Unit 6E, Sunnyside, NY",https://www.estately.com/listings/info/41-08-43rd-street-sunnyside-ny-11104--7,41_08_43rd_Street_Unit6E_Sunnyside_NY.jpg,"$450,000",House For Sale,22 photos,All Area Brokerage Inc,1,1,–,
"107 24 71st Rd Unit 11c, Forest Hills, NY",https://www.estately.com/listings/info/107-24-71st-rd-forest-hills-ny-11375,107_24_71st_Rd_Unit11c_Forest_Hills_NY.jpg,"$1,250,000",Condo For Sale,7 photos,Voro LLC,2,2,"1,297",
"211 12 35th Avenue, Bayside, NY",https://www.estately.com/listings/info/211-12-35th-avenue-bayside-ny-11361,211_12_35th_Avenue_Bayside_NY.jpg,"$980,000",House For Sale,8 photos,New Group Realty Inc,4,3,–,"3,606"
"142 03 58th Avenue, Flushing, NY",https://www.estately.com/listings/info/142-03-58th-avenue-flushing-ny-11355,142_03_58th_Avenue_Flushing_NY.jpg,"$1,488,888",Multifamily For Sale,15 photos,Bouklis Group Marketing Corp,4,3,–,"4,314"
"90 22 195th Place, Hollis, NY",https://www.estately.com/listings/info/90-20-195th-place-hollis-ny-11423,90_22_195th_Place_Hollis_NY.jpg,"$749,000",House For Sale,1 photo,Exit Realty Prime,4,2,–,"3,570"
"123 25 Lax Avenue Unit 68, Flushing, NY",https://www.estately.com/listings/info/123-25-lax-avenue-flushing-ny-11356--1,123_25_Lax_Avenue_Unit68_Flushing_NY.jpg,"$778,000",Condo For Sale,35 photos,E Realty International Corp,3,2,"1,278",
"80 59 235th Street, Bellerose Manor, NY",https://www.estately.com/listings/info/80-59-235th-street-bellerose-manor-ny-11427,80_59_235th_Street_Bellerose_Manor_NY.jpg,"$685,000",House,4 photos,Realty Executives Powerhouse,4,1,–,"4,000"
"1458 E. 86th Street, Canarsie, NY",https://www.estately.com/listings/info/1458-e-86th-street-e-canarsie-ny-11236,1458_E_86th_Street_Canarsie_NY.jpg,"$985,000",Multifamily For Sale,7 photos,Rigaud Realty Services,6,3,–,"2,000"
"84 75 57 Road, Elmhurst, NY",https://www.estately.com/listings/info/84-75-57-road-elmhurst-ny-11373,84_75_57_Road_Elmhurst_NY.jpg,"$4,000,000",Land For Sale,1 photo,Chous Realty Group Inc,–,–,–,"7,119"
"3901 Nostrand Avenue Unit 5N, Sheepshead Bay, NY",https://www.estately.com/listings/info/3901-nostrand-avenue-sheepshead-bay-ny-11235,3901_Nostrand_Avenue_Unit5N_Sheepshead_Bay_NY.jpg,"$329,000",House For Sale,18 photos,RE/MAX Edge,1,1,850,
"42 39 Judge Street Unit 6A, Elmhurst, NY",https://www.estately.com/listings/info/42-39-judge-street-elmhurst-ny-11373--4,42_39_Judge_Street_Unit6A_Elmhurst_NY.jpg,"$580,000",Condo For Sale,9 photos,Prospes Real Estate Corp,3,2,–,"2,500"
"65 18 Austin Street Unit 7A, Rego Park, NY",https://www.estately.com/listings/info/65-18-austin-street-rego-park-ny-11374--83,65_18_Austin_Street_Unit7A_Rego_Park_NY.jpg,"$818,000",Condo For Sale,8 photos,E Realty International Corp,2,2,863,"15,988"
"131 40 234 St Street Unit 2, Laurelton, NY",https://www.estately.com/listings/info/131-40-234-st-street-laurelton-ny-11413,131_40_234_St_Street_Unit2_Laurelton_NY.jpg,"$199,500",House For Sale,No photo,Exit Realty All City,1,1,–,
"162 49 13th Avenue, Beechhurst, NY",https://www.estately.com/listings/info/162-49-13th-avenue-beechhurst-ny-11357--6,162_49_13th_Avenue_Beechhurst_NY.jpg,"$1,488,800",House For Sale,13 photos,Douglas Elliman Real Estate,3,2,–,"5,000"
"1660 74th Street, Bensonhurst, NY",https://www.estately.com/listings/info/1660-74th-street-bensonhurst-ny-11204,1660_74th_Street_Bensonhurst_NY.jpg,"$1,380,000",Multifamily For Sale,1 photo,Winzone Realty Inc,4,2,–,"1,800"
"87 70 173rd Street Unit 7D, Jamaica, NY",https://www.estately.com/listings/info/87-70-173rd-street-jamaica-ny-11432--19,87_70_173rd_Street_Unit7D_Jamaica_NY.jpg,"$229,999",House For Sale,1 photo,Exit Realty Prime,2,1,–,
"76 66 Austin St Unit 2F, Forest Hills, NY",https://www.estately.com/listings/info/76-66-austin-st-forest-hills-ny-11375--2,76_66_Austin_St_Unit2F_Forest_Hills_NY.jpg,"$285,000",House For Sale,11 photos,Core Long Island LLC,1,1,–,
"115 03 115th Street, South Ozone Park, NY",https://www.estately.com/listings/info/115-03-115th-street-south-ozone-park-ny-11420,115_03_115th_Street_South_Ozone_Park_NY.jpg,"$980,000",Multifamily For Sale,1 photo,Cana Realty,5,3,–,"1,440"
"120 E 8th Road, Broad Channel, NY",https://www.estately.com/listings/info/120-e-8th-street-broad-channel-ny-11693,120_E_8th_Road_Broad_Channel_NY.jpg,"$225,000",Land For Sale,4 photos,Greene Realty Group,–,–,–,"4,125"
"29 12 S Gillmore, East Elmhurst, NY",https://www.estately.com/listings/info/29-12-s-gillmore-east-elmhurst-ny-11369,29_12_S_Gillmore_East_Elmhurst_NY.jpg,"$1,699,999",Multifamily For Sale,12 photos,Neighborhood Elite Homes LLC,6,5,–,"4,000"
"44 Overlook Road, Great Neck, NY",https://www.estately.com/listings/info/44-overlook-road-great-neck-ny-11020,44_Overlook_Road_Great_Neck_NY.jpg,"$1,588,000",House For Sale,33 photos,Edna Mashaal Realty LLC,3,2,–,
"2483 W 16th Street Unit 17K, Gravesend, NY",https://www.estately.com/listings/info/2483-w-16th-street-gravesend-ny-11214,2483_W_16th_Street_Unit17K_Gravesend_NY.jpg,"$309,000",House For Sale,15 photos,Americana Realty Group LLC,1,1,875,
"559 Fairview Avenue, Glendale, NY",https://www.estately.com/listings/info/559-fairview-avenue-glendale-ny-11385,559_Fairview_Avenue_Glendale_NY.jpg,"$869,900",Multifamily For Sale,13 photos,Reony.Com Ltd,5,2,"1,980","2,375"
"58 13 Waldron Street, Corona, NY",https://www.estately.com/listings/info/58-13-waldron-street-corona-ny-11368--3,58_13_Waldron_Street_Corona_NY.jpg,"$768,000",House For Sale,31 photos,EXP Realty,4,2,760,"2,500"
"33 45 86th Street, Jackson Heights, NY",https://www.estately.com/listings/info/33-45-86th-street-jackson-heights-ny-11372,33_45_86th_Street_Jackson_Heights_NY.jpg,"$1,149,000",House For Sale,23 photos,DynamicEdge Realty LLC,5,3,"2,255","3,450"
"160 18 Cross Island Parkway Unit Upper, Whitestone, NY",https://www.estately.com/listings/info/160-18-cross-island-parkway-whitestone-ny-11357--2,160_18_Cross_Island_Parkway_UnitUpper_Whitestone_NY.jpg,"$395,000",House For Sale,18 photos,Keller Williams Rlty Landmark,3,1,900,
"1561 Bogart Avenue, BRONX, NY",https://www.estately.com/listings/info/1561-bogart-bronx-ny-10462,1561_Bogart_Avenue_BRONX_NY.jpg,"$685,000",House For Sale,24 photos,Soler Realty,4,3,"1,699",
"109 19 72nd Road Unit PH-7F, Forest Hills, NY",https://www.estately.com/listings/info/171-3545814,109_19_72nd_Road_UnitPH7F_Forest_Hills_NY.jpg,"$1,488,000",Condo For Sale,28 photos,Douglas Elliman Real Estate,2,2,–,
"121 20 Keel Ct, Flushing, NY",https://www.estately.com/listings/info/121-20-keel-ct-flushing-ny-11356,121_20_Keel_Ct_Flushing_NY.jpg,"$899,990",Multifamily For Sale,28 photos,B Square Realty Inc,4,3,"2,270","2,232"
"149 47 81st Street, Howard Beach, NY",https://www.estately.com/listings/info/149-47-81st-street-howard-beach-ny-11414,149_47_81st_Street_Howard_Beach_NY.jpg,"$1,299,000",Multifamily For Sale,26 photos,Century 21 Amiable Rlty Grp II,7,5,–,"4,280"
"1070 Morris Avenue, BRONX, NY",https://www.estately.com/listings/info/1070-morris-avenue-bronx-ny-10456,1070_Morris_Avenue_BRONX_NY.jpg,"$1,600,000",Multifamily For Sale,22 photos,Iconic Pros,11,4,"3,204","1,899"
"34 51 106th Street, Corona, NY",https://www.estately.com/listings/info/34-51-106th-street-corona-ny-11368,34_51_106th_Street_Corona_NY.jpg,"$2,188,000",Multifamily For Sale,17 photos,ALLWIN Rlty International LLC,9,7,"3,230","2,000"
"1037 College Avenue, BRONX, NY",https://www.estately.com/listings/info/1037-college-avenue-bronx-ny-10456--1,1037_College_Avenue_BRONX_NY.jpg,"$1,500,000",Multifamily For Sale,31 photos,Iconic Pros,12,3,"3,708","2,030"
"115 17 146 Street, Jamaica, NY",https://www.estately.com/listings/info/115-17-146-street-jamaica-ny-11436--2,115_17_146_Street_Jamaica_NY.jpg,"$619,000",House For Sale,15 photos,Area Realty of NY Inc,2,2,–,"2,000"
"298 Hollywood Avenue, BRONX, NY",https://www.estately.com/listings/info/298-hollywood-avenue-bronx-ny-10465,298_Hollywood_Avenue_BRONX_NY.jpg,"$699,000",House For Sale,21 photos,Houlihan Lawrence Inc.,3,1,"1,260","2,801"
"81 Street Street Unit 3r, Jackson Heights, NY",https://www.estately.com/listings/info/81-street-street-jackson-heights-ny-11370,81_Street_Street_Unit3r_Jackson_Heights_NY.jpg,"$520,000",House For Sale,12 photos,Liberty Chateau Realty Inc,2,1,"1,200",
"28 Maxie Ct, Staten Island, NY",https://www.estately.com/listings/info/28-maxie-ct-staten-island-ny-10304,28_Maxie_Ct_Staten_Island_NY.jpg,"$450,000",Multifamily For Sale,1 photo,Lavilla Homes Inc,4,3,–,"1,722"
"85 02 264th Street, Floral Park, NY",https://www.estately.com/listings/info/85-02-264th-street-floral-park-ny-11001,85_02_264th_Street_Floral_Park_NY.jpg,"$795,000",House For Sale,20 photos,Coldwell Banker American Homes,3,2,–,"4,000"
"200 Riverside Boulevard Unit 46C, New York, NY",https://www.estately.com/listings/info/200-riverside-boulevard-new-york-ny-10069,200_Riverside_Boulevard_Unit46C_New_York_NY.jpg,"$2,250,000",Condo For Sale,36 photos,ALUX Realty,2,3,"1,326",
"71 19 162nd Street Unit 2E, Fresh Meadows, NY",https://www.estately.com/listings/info/71-19-162nd-street-fresh-meadows-ny-11365--10,71_19_162nd_Street_Unit2E_Fresh_Meadows_NY.jpg,"$587,000",Condo For Sale,9 photos,Winzone Realty Inc,2,2,"2,009",
"2955 Ocean Parkway Unit 2F, Brighton Beach, NY",https://www.estately.com/listings/info/2955-ocean-parkway-brighton-beach-ny-11235,2955_Ocean_Parkway_Unit2F_Brighton_Beach_NY.jpg,"$595,000",Condo For Sale,11 photos,Exit Realty Top Properties,1,1,–,
"44 21 Macnish Street Unit 2F, Elmhurst, NY",https://www.estately.com/listings/info/44-21-macnish-street-elmhurst-ny-11373--4,44_21_Macnish_Street_Unit2F_Elmhurst_NY.jpg,"$328,000",House For Sale,14 photos,Winzone Realty Inc,1,1,750,
"92 10 179th Place, Jamaica, NY",https://www.estately.com/listings/info/92-10-179th-jamaica-ny-11433,92_10_179th_Place_Jamaica_NY.jpg,"$929,000",Multifamily For Sale,1 photo,LAFFEY REAL ESTATE,6,2,"1,632","2,500"
"151 25 14th Avenue, Whitestone, NY",https://www.estately.com/listings/info/151-25-14th-avenue-flushing-ny-11357,151_25_14th_Avenue_Whitestone_NY.jpg,"$1,198,000",Multifamily For Sale,23 photos,Winzone Realty Inc,4,3,"1,785","2,500"
"138 04 107th Avenue, Jamaica, NY",https://www.estately.com/listings/info/138-04-107th-avenue-jamaica-ny-11435,138_04_107th_Avenue_Jamaica_NY.jpg,"$1,099,000",Multifamily For Sale,24 photos,RE/MAX City Square,3,3,–,"5,512"
"532 Bradford Street, East New York, NY",https://www.estately.com/listings/info/532-bradford-street-east-new-york-ny-11207,532_Bradford_Street_East_New_York_NY.jpg,"$899,000",Multifamily For Sale,3 photos,Richmont Realty,5,2,"2,208","2,725"
"477 Avenue Y, Gravesend, NY",https://www.estately.com/listings/info/477-avenue-y-gravesend-ny-11223,477_Avenue_Y_Gravesend_NY.jpg,"$980,000",Multifamily For Sale,1 photo,Voro LLC,4,2,"1,856","1,999"
"3391 12th Avenue, Kensington, NY",https://www.estately.com/listings/info/3391-12th-avenue-kensington-ny-11218,3391_12th_Avenue_Kensington_NY.jpg,"$2,100,000",Multifamily For Sale,15 photos,"Momentum Real Estate, LLC",7,4,"3,280","2,375"
"102 30 Queens Boulevard Unit 5R, Forest Hills, NY",https://www.estately.com/listings/info/102-30-queens-boulevard-forest-hills-ny-11375--27,102_30_Queens_Boulevard_Unit5R_Forest_Hills_NY.jpg,"$385,000",House For Sale,9 photos,Keller Williams Points North,2,1,950,
"17 24 Putnam Avenue, Ridgewood, NY",https://www.estately.com/listings/info/17-24-putnam-avenue-ridgewood-ny-11385,17_24_Putnam_Avenue_Ridgewood_NY.jpg,"$1,149,000",Multifamily For Sale,8 photos,Coldwell Banker Kueber Realty,14,7,–,"2,700"
"524 Thatford Avenue, Brownsville, NY",https://www.estately.com/listings/info/524-thatford-avenue-brownsville-ny-11212,524_Thatford_Avenue_Brownsville_NY.jpg,"$979,000",Multifamily For Sale,27 photos,Neighborhood Elite Homes LLC,6,3,–,"2,252"
